id,name,min_far,max_height,min_front_setback,side_setback,rear_setback,city,max_far,max_front_setback,min_dua,max_dua,coverage,max_du_per_parcel,min_lot_size,id_class,city_name
7903,Residential 7 - 12,,28.5,10.0,10.0,10.0,59,,,,12.0,,,7500.0,7903,
7904,UR - 10,,28.5,6.0,5.0,6.0,59,,,,10.0,,,6222.0,7904,
7905,Central Commercial,,28.5,,0.0,0.0,59,1.75,,,50.0,,,,7905,
7906,Highway Commercial,,28.5,,0.0,0.0,59,1.75,,,,,,7500.0,7906,
7907,Light Commercial,,28.5,,0.0,0.0,59,1.0,,,,,,20000.0,7907,
7908,Service Commercial,,15.0,,0.0,0.0,59,1.0,,,,,,20000.0,7908,
7909,Recreational Commercial,,,,,,59,,,,,,,,7909,
7910,COMMERCIAL - CL,,28.5,,0.0,0.0,59,1.0,,,,,,20000.0,7910,
7911,Open Space,,,,,,59,,,,,,,,7911,
7912,Parks,,,,,,59,,,,,,,,7912,
7913,TownLand,,35.0,6.0,5.0,6.0,59,1.0,,,,,,,7913,
7914,SchoolBnd,,,,,,59,,,,,,,,7914,
7915,ParksBnd,,,,,,59,,,,,,,,7915,
8001,304 - Low Density Residential,,30.0,20.0,6.0,15.0,60,0.4,,,5.0,40.0,,43500.0,8001,
8002,304 - Medium Density Residential,,35.0,20.0,6.0,3.0,60,0.5,,,12.0,50.0,,7500.0,8002,
8003,304 - High Density Residential,,35.0,15.0,6.0,15.0,60,0.6,,,21.0,50.0,,7500.0,8003,
8004,304 - Mobile Home Park,,,,,,60,,,,14.0,,,,8004,
8005,304 - Restricted Commercial,,25.0,10.0,0.0,0.0,60,0.4,,,75.0,,,,8005,
8006,304 - Commercial,,25.0,0.0,0.0,0.0,60,0.4,,,75.0,,,,8006,
8007,304 - Downtown,,25.0,20.0,6.0,10.0,60,0.8,,,75.0,,,,8007,
8008,304 - Administrative and Professional Offices,,25.0,15.0,10.0,20.0,60,0.35,,,,40.0,,7500.0,8008,
8009,304 - Industrial/Service Commercial,,25.0,0.0,0.0,0.0,60,0.4,,,,,,,8009,
8010,304 - Schools,,,,,,60,0.25,,,,,,,8010,
8011,304 - Public Facilities,,,,,,60,0.25,,,,,,,8011,
8012,304 - Parkland,,,,,,60,,,,,,,,8012,
8013,304 - Open Space,,15.0,,,,60,0.1,,,,,,,8013,
8014,304 - Open Space - Private,,,,,,60,,,,,,,,8014,
8015,304 - Shoreline/Marsh Conservation,,,,,,60,,,,,,,,8015,
8016,304 - Educational/Environmental Resources Area,,,,,,60,,,,,,,,8016,
8017,304 - Open Residential,,,,,,60,,,,0.2,,,217800.0,8017,
8018,304 - Water Area,,,,,,60,,,,,,,,8018,
8101,R-P,,,,,,61,,,,11.616,,,7500.0,8101,
8102,RS-6,,25.0,6.0,6.0,6.0,61,,,,7.26,40.0,,6000.0,8102,
8103,RS-7.5,,25.0,7.5,7.5,7.5,61,,,,5.808,40.0,,7500.0,8103,
8104,RS-10,,25.0,10.0,10.0,10.0,61,,,,4.356,40.0,,10000.0,8104,
8105,RS-10A,,25.0,435.6,435.6,435.6,61,,,,0.1,4.0,,435600.0,8105,
8106,RS-15,,25.0,15.0,15.0,15.0,61,,,,2.904,35.0,,15000.0,8106,
8107,RS-20,,25.0,20.0,20.0,20.0,61,,,,2.178,35.0,,20000.0,8107,
8108,RS-30,,25.0,30.0,30.0,30.0,61,,,,1.452,30.0,,30000.0,8108,
8109,RS-43,,25.0,43.0,43.0,43.0,61,,,,1.013023255,25.0,,43000.0,8109,
8110,RSP-1A,,35.0,,,,61,,,,1.0,,,43560.0,8110,
8111,RSP-1.5A,,35.0,,,,61,,,,0.666666667,,,65340.0,8111,
8112,RSP-2A,,35.0,,,,61,,,,0.5,,,87120.0,8112,
8113,RSP-2.5A,,35.0,,,,61,,,,0.4,,,108900.0,8113,
8114,RSP-3A,,35.0,,,,61,,,,0.333333333,,,130680.0,8114,
8115,RSP-4A,,35.0,,,,61,,,,0.025,,,174240.0,8115,
8116,RSP-5,,35.0,,,,61,,,,8.712,,,5000.0,8116,
8117,RSP-5A,,35.0,,,,61,,,,0.2,,,217800.0,8117,
8118,RSP-10A,,35.0,,,,61,,,,0.1,,,435600.0,8118,
8119,RSP-30,,35.0,,,,61,,,,1.452,,,30000.0,8119,
8120,RM-1.5,,35.0,,,,61,1.75,,,29.04,50.0,,,8120,
8121,RM-2.0,,35.0,,,,61,1.75,,,21.78,50.0,,,8121,
8122,RM-2.5,,35.0,,,,61,1.75,,,17.424,50.0,,,8122,
8123,RM-3.0,,35.0,,,,61,1.75,,,14.52,50.0,,,8123,
8124,RM-3.5,,35.0,,,,61,1.75,,,12.445714285,50.0,,,8124,
8125,RM-4.0,,35.0,,,,61,1.75,,,10.89,45.0,,,8125,
8126,RM-5.5,,35.0,,,,61,1.75,,,7.92,40.0,,,8126,
8127,RMP-5,,35.0,,,,61,,,,5.0,,,,8127,
8128,C-R,,,,,,61,,,,3.0,,,,8128,
8129,C-N,,,,,,61,1.75,,,50.0,,,,8129,
8130,C-G,,35.0,,,,61,1.75,,,50.0,,,,8130,
8131,P-A,,35.0,,,,61,1.75,,,,,,,8131,
8132,O-A,,,,,,61,,,,,,,,8132,
8133,C-F,,,,,,61,1.0,,,,,,,8133,
8201,306 - Rural Residential,,30.0,30.0,25.0,30.0,62,,,,0.49,20.0,,80000.0,8201,
8202,306 - Very Low Density Residential,,30.0,30.0,20.0,25.0,62,,,,1.0,20.0,,40000.0,8202,
8203,306 - Low Density Residential,,30.0,25.0,6.0,20.0,62,,,,5.0,40.0,,7500.0,8203,
8204,306 - Medium Density Detached Residential,,30.0,25.0,5.0,20.0,62,,,,7.0,40.0,,6000.0,8204,
8205,306 - Medium Density Multiple Family Residential,,30.0,20.0,5.0,20.0,62,,,,20.0,40.0,,4500.0,8205,
8206,306 - Medium Density Residential,,35.0,20.0,10.0,20.0,62,,,,10.0,40.0,,6000.0,8206,
8207,306 - High Density Multiple Family Residential,,35.0,20.0,10.0,20.0,62,,,,30.0,40.0,,6000.0,8207,
8208,306 - Mixed Use,,45.0,20.0,0.0,0.0,62,0.8,,,75.0,40.0,,,8208,
8209,306 - Neighborhood Commercial,,35.0,0.0,0.0,0.0,62,0.6,,,75.0,40.0,,,8209,
8210,306 - General Commercial,,35.0,0.0,0.0,0.0,62,0.4,,,,40.0,,,8210,
8211,306 - Downtown Core,,45.0,0.0,0.0,0.0,62,2.0,,,75.0,100.0,,,8211,
8212,306 - Commercial/Industrial,,35.0,0.0,0.0,0.0,62,1.0,,,,40.0,,,8212,
8213,306 - Business and Professional Office,,35.0,25.0,0.0,0.0,62,0.4,,,,40.0,,,8213,
8214,306 - Research/Educational Institution,,30.0,30.0,20.0,30.0,62,0.2,,,0.722222,,,43560.0,8214,
8215,306 - Light Industrial/Office,,35.0,0.0,0.0,0.0,62,0.4,,,,60.0,,,8215,
8216,306 - Open Space,,,,,,62,,,,,,,,8216,
8217,306 - Agriculture,,,,,,62,,,,0.016666666,,,,8217,
8218,306 - Conservation,,,,,,62,,,,0.1,,,,8218,
8219,306 - Parkland,,,,,,62,,,,,,,,8219,
8220,306 - Community Facilities,,45.0,20.0,0.0,0.0,62,0.8,,,75.0,,,,8220,
8301,VL,,,,,,63,,,,1.0,,,,8301,
8302,L,,,,,,63,,,,3.0,,,,8302,
8303,ML,,,,,,63,,,,6.0,,,,8303,
8304,M,,,,,,63,,,,10.0,,,,8304,
8305,H,,,,,,63,,,,40.0,,,,8305,
8306,C,,,,,,63,1.3,,,50.0,,,,8306,
8307,OS,,,,,,63,,,,,,,,8307,
8308,PS,,,,,,63,0.5,,,8.0,,,,8308,
8309,QP,,,,,,63,0.150000006,,,,,,,8309,
8310,RC,,,,,,63,0.10000000099999999,,,0.75,,,,8310,
8401,Very Low Density Residential,,,,,,64,,,,1.0,,,,8401,
8402,Single Family-Conservation,,,,,,64,,,,1.0,,,,8402,
8403,Single Family,,,,,,64,,,,6.0,,,,8403,
8404,Medium Density Residential,,,,,,64,,,,12.0,,,,8404,
8405,High Density Residential,,,,,,64,,,,20.0,,,,8405,
8406,Downtown Mixed Residential,,,,,,64,1.75,,,20.0,,,,8406,
8407,Central Commercial,,30.0,,,,64,2.0,,,50.0,,,,8407,
8408,General Commercial,,30.0,,,,64,1.5,,,,,,,8408,
8409,Limited Commercial,,30.0,,,,64,1.0,,,,,,,8409,
8410,Neighborhood Commercial,,30.0,,,,64,0.65,,,,,,,8410,
8411,Parks/Open Space,,,,,,64,,,,,,,,8411,
8412,Public Facility,,,,,,64,1.0,,,,,,,8412,
8501,HRR,,30.0,20.0,15.0,25.0,65,,,,0.5,,,87120.0,8501,
8502,HR,,30.0,20.0,12.5,10.0,65,,,,2.0,,,20000.0,8502,
8503,LDR,,30.0,15.0,6.0,10.0,65,,,,6.5,,,6000.0,8503,
8504,MDR,,36.0,15.0,10.0,5.0,65,,,,15.0,,,6000.0,8504,
8505,HDR,,36.0,15.0,10.0,5.0,65,,,,32.0,,,6000.0,8505,
8506,RO,,36.0,0.0,0.0,0.0,65,0.4,,,32.0,,,,8506,
8507,NC,,36.0,0.0,0.0,0.0,65,0.32,,,15.0,,,,8507,
8508,GC,,36.0,0.0,0.0,0.0,65,0.21,,,32.0,,,,8508,
8509,RET/O,,36.0,0.0,0.0,0.0,65,0.4,,,32.0,,,,8509,
8510,O,,36.0,20.0,6.0,20.0,65,0.38,,,32.0,,,,8510,
8511,2/3MU,,54.0,5.0,0.0,0.0,65,1.5,,,62.0,,,,8511,
8512,4SRC,,54.0,0.0,0.0,0.0,65,2.0,,,62.0,,,,8512,
8513,5MR/O,,42.0,0.0,0.0,0.0,65,0.5,,,32.0,,,,8513,
8514,HO,,66.0,0.0,0.0,0.0,65,1.5,,,62.0,,,,8514,
8515,LMU,,36.0,0.0,0.0,0.0,65,0.32,,,15.0,,,,8515,
8516,LO,,54.0,20.0,6.0,20.0,65,0.75,,,32.0,,,,8516,
8517,WEV,,36.0,0.0,0.0,0.0,65,0.7,,,32.0,,,,8517,
8518,MIN,,36.0,20.0,10.0,10.0,65,0.02,,,0.0,,,6000.0,8518,
8519,MAR,,36.0,0.0,0.0,0.0,65,0.32,,,15.0,,,6000.0,8519,
8520,AR,,36.0,20.0,10.0,10.0,65,0.3,,,0.0,,,6000.0,8520,
8521,LI/O,,36.0,20.0,10.0,10.0,65,0.38,,,0.0,,,6000.0,8521,
8522,I,,36.0,0.0,0.0,0.0,65,0.38,,,0.0,,,6000.0,8522,
8523,OS,,,,,,65,0.0,,,0.0,,,,8523,
8524,C,,,,,,65,0.0,,,0.0,,,,8524,
8525,P,,,,,,65,0.0,,,0.0,,,,8525,
8526,P/QP,,36.0,0.0,0.0,0.0,65,1.0,,,32.0,,,,8526,
8527,median,,,,,,65,0.0,,,0.0,,,,8527,
8528,ROW,,,,,,65,0.0,,,0.0,,,,8528,
8529,W,,,,,,65,0.0,,,0.0,,,,8529,
8601,Very Low Density Residential,,,,,,66,0.35,,,2.2,30.0,,,8601,
8602,Low Density Residential,,,,,,66,0.4,,,5.4,30.0,,8000.0,8602,
8603,Medium Low Density Residential,,,,,,66,0.45,,,7.3,35.0,,6000.0,8603,
8604,Medium Density Residential,,,,,,66,0.4,,,8.7,35.0,,,8604,
8605,Medium High Density Residential,,,,,,66,0.65,,,17.4,50.0,,,8605,
8606,Planned Development Residential,,,,,,66,0.65,,,22.3,50.0,,,8606,
8607,High Density Residential,,,,,,66,0.8,,,29.0,50.0,,,8607,
8608,Arks,,,,,,66,0.3,,,20.0,30.0,,,8608,
8609,Houseboats,,,,,,66,0.25,,,4.35,25.0,,,8609,
8610,Mixed Residential & Commercial,,,,,,66,1.0,,,29.0,,,,8610,
8611,Central Commercial,,,,,,66,1.3,,,29.0,,,,8611,
8612,Neighborhood Commercial,,,,,,66,0.5,,,29.0,,,,8612,
8613,Commercial Waterfront,,,,,,66,0.3,,,,,,,8613,
8614,Shopping Center,,,,,,66,0.2,,,,,,,8614,
8615,Industrial,,,,,,66,0.4,,,,,,,8615,
8616,Waterfront,,,,,,66,0.3,,,,,,,8616,
8617,Public Institutional,,,,,,66,1.5,,,,,,,8617,
8618,Open Area,,,,,,66,,,,,,,,8618,
8619,Open Space,,,,,,66,,,,,,,,8619,
8620,Public Parks,,,,,,66,,,,,,,,8620,
8701,L,,,,,,67,,,,0.5,,,,8701,
8702,PD-R,,,,,,67,,,,1.0,,,,8702,
8703,ML,,,,,,67,,,,1.1,,,40000.0,8703,
8704,M,,,,,,67,,,,3.0,,,20000.0,8704,
8705,MH,,,,,,67,,,,4.4,,,,8705,
8706,H,,,,,,67,,,,11.6,,,,8706,
8707,VH,,,,,,67,,,,12.4,,,,8707,
8708,NC,,,,,,67,0.37,,,50.0,,,,8708,
8709,NC/AHO,,,,,,67,0.31,,,15.3,,,,8709,
8710,VC,,,,,,67,0.28,,,50.0,,,,8710,
8711,SC,,,,,,67,0.5,,,,,,,8711,
8712,O,,,,,,67,1.0,,,,,,,8712,
8713,P,,,,,,67,1.0,,,,,,,8713,
8714,Park,,,,,,67,,,,,,,,8714,
8715,OS,,,,,,67,,,,,,,,8715,
8716,Bay,,,,,,67,,,,,,,,8716,
8801,ResRur,,,,,,68,3.0,,,0.4,,,,8801,
8802,ResHill,,,,,,68,,,,4.0,,,,8802,
8803,ResLow,,,,,,68,,,,7.25,,,,8803,
8804,ResMed,,,,,,68,3.0,,,16.0,,,,8804,
8805,ResHigh,,,,,,68,3.0,,,30.0,,,,8805,
8806,ResNeighb,,,,,,68,3.0,,,12.5,,,,8806,
8807,ComOffice,,35.0,31.0,6.0,0.0,68,1.28,,,75.0,64.0,,8000.0,8807,
8808,ComGen,,55.0,31.0,0.0,0.0,68,2.76,,,,69.0,,,8808,
8809,ComVS,,55.0,31.0,0.0,0.0,68,2.76,,,,69.0,,,8809,
8810,MixedUse,,35.0,31.0,6.0,0.0,68,1.28,,,30.0,64.0,,,8810,
8811,IndCampus,,35.0,41.0,20.0,20.0,68,1.0,,,,50.0,,,8811,
8812,IndPark,,35.0,41.0,0.0,0.0,68,1.2,,,,60.0,,,8812,
8813,IndGen,,75.0,26.0,0.0,0.0,68,3.0,,,,60.0,,,8813,
8814,HPSUD,,35.0,,,,68,3.0,,,0.4,,,,8814,
8815,OS,,,,,,68,,,,,,,,8815,
8816,ParkRec,,,,,,68,,,,,,,,8816,
8817,PQPF,,75.0,,,,68,1.5,,,,30.0,,,8817,
8818,School,,,,,,68,,,,,,,,8818,
8819,GLRSP,,,,,,68,3.0,,,16.0,,,,8819,
8820,ROW,,,,,,68,,,,,,,,8820,
8821,DTCan,,50.0,0.0,0.0,0.0,68,2.0,,,40.0,,,,8821,
8822,DTCiv,,50.0,0.0,0.0,0.0,68,1.5,,,75.0,,,,8822,
8823,DTExp,,50.0,0.0,0.0,0.0,68,2.5,,,75.0,,,,8823,
8824,DTGateway,,40.0,15.0,15.0,10.0,68,0.75,,,30.0,,,,8824,
8825,DTHist,,50.0,0.0,0.0,0.0,68,2.5,,,75.0,,,,8825,
8826,DTTrans,,40.0,0.0,0.0,0.0,68,1.5,,,20.0,,,,8826,
8901,804 - Neighborhood Core: Commercial,,,,,,69,0.8,,,20.0,,,,8901,
8904,804 - Neighborhood Residential,,,,,,69,0.5,,,16.0,,,,8904,
8905,804 - Downtown/ Waterfront,,,,,,69,2.0,,,40.0,,,,8905,
8906,804 - Historic Residential,,,,,,69,0.5,,,30.0,,,,8906,
8907,804 - Multifamily Residential,,,,,,69,,,,25.0,,,,8907,
8908,804 - Edgewater Neighborhood,,,,,,69,0.5,,,16.0,,,,8908,
8909,804 - Limited Industrial,,,,,,69,1.0,,,,,,,8909,
8910,804 - Industrial/ General Commercial,,,,,,69,1.0,,,,,,,8910,
8911,804 - Industrial/ Warehouse& Services,,,,,,69,1.0,,,,,,,8911,
8912,804 - Residential Estate,,,,,,69,,,,1.0,,,,8912,
8913,804 - Agriculture/ Open Space,,,,,,69,,,,0.006,,,,8913,
8914,804 - Parks/Open Space,,,,,,69,,,,,,,,8914,
8915,804 - Schools,,,,,,69,,,,,,,,8915,
8916,804 - Public Facility,,,,,,69,0.5,,,,,,,8916,
8917,804 - Study Area,,,,,,69,0.5,,,0.05,,,,8917,
8919,804 - Highway Commercial,,,,,,69,0.5,,,,,,,8919,
8920,804 - Golf Course,,,,,,69,,,,,,,,8920,
8921,804 - Marina,,,,,,69,,,,,,,,8921,
9002,805 - Low Density Residential,,35.0,15.0,5.0,15.0,70,0.6,,,8.0,,,,9002,
9003,805 - Medium Density Residential,,35.0,20.0,5.0,15.0,70,0.6,,,15.0,,,,9003,
9004,805 - High Density Residential,,35.0,20.0,5.0,15.0,70,0.6,,,21.0,70.0,,,9004,
9007,805 - Waterfront Commercial,,30.0,,,,70,1.5,,,,,,,9007,
9008,805 - General Commercial,,35.0,,,,70,1.0,,,,,,,9008,
9012,805 - Historic Limited Commercial,,35.0,10.0,5.0,5.0,70,1.75,,,,50.0,,,9012,
9013,805 - Main Street Commercial,,40.0,,,,70,1.0,,,,,,,9013,
9014,805 - Marina,,30.0,,,,70,1.0,,,,,,,9014,
9015,805 - Mixed Use/PUD,,,,,,70,1.75,,,50.0,,,,9015,
9016,805 - School,,,,,,70,,,,,,,,9016,
9017,805 - Public/Quasi-Public Facilities,,,,,,70,1.0,,,,,,,9017,
9018,805 - Park,,35.0,50.0,,,70,,,,,,,,9018,
9022,805 - Public Access to Waterways,,,,,,70,,,,,,,,9022,
9023,805 - PUD Commercial,,,,,,70,1.0,,,,,,,9023,
9102,Residential Estate,,,,,,71,,,,3.0,,,,9102,
9104,Residential Low Density,,,,,,71,,,,5.0,,,,9104,
9107,Residential Medium Density,,,,,,71,,,,14.0,,,,9107,
9108,Residential High Density,,,,,,71,,,,24.0,,,,9108,
9110,General Commercial,,,,,,71,0.3,,,,,,,9110,
9111,Neighborhood Commercial,,,,,,71,0.3,,,,,,,9111,
9112,Highway Commercial,,,,,,71,0.3,,,,,,,9112,
9116,Business Park,,,,,,71,0.3,,,,,,,9116,
9117,Industrial Park,,,,,,71,0.4,,,,,,,9117,
9118,Public/Institutional,,,,,,71,0.3,,,,,,,9118,
9119,Schools,,,,,,71,,,,,,,,9119,
9120,Private Recreation,,,,,,71,0.1,,,,,,,9120,
9124,Agriculture,,,,,,71,,,,,,,,9124,
9202,807 - Low Density Residential,,,,,,72,,,,8.7,,,,9202,
9203,807 - Medium Density Residential,,,,,,72,,,,17.4,,,,9203,
9204,807 - High Density Residential,,,,,,72,,,,50.0,,,,9204,
9205,807 - Retail Commercial,,75.0,,,,72,1.5,,,,,,,9205,
9206,807 - Neighborhood Commercial,,45.0,,,,72,1.5,,,,,,,9206,
9207,807 - Highway Commercial,,35.0,,,,72,1.5,,,,,,,9207,
9208,807 - Waterfront Commercial,,35.0,,,,72,3.0,,,,,,,9208,
9209,807 - Medical,,75.0,15.0,10.0,,72,3.0,,,,,,,9209,
9210,807 - Employment,,75.0,,,,72,1.5,,,,,,,9210,
9211,807 - Open Space,,,,,,72,,,,,,,,9211,
9212,807 - Wetland,,,,,,72,,,,,,,,9212,
9213,807 - Park,,,,,,72,,,,,,,,9213,
9214,807 - School,,,,,,72,,,,,,,,9214,
9215,807 - Public/Semi-Public,,,,,,72,1.5,,,,,,,9215,
9301,LDR,,,,,,73,,,,1.0,,,,9301,
9302,SR,,,,,,73,,,,10.0,,,,9302,
9303,MDR,,40.0,,,,73,,,,20.0,,,,9303,
9304,HDR,,40.0,,,,73,,,,35.0,,,,9304,
9305,MUSA,,,,,,73,3.0,,,50.0,,,,9305,
9306,OTSA,,,,,,73,2.5,,,50.0,,,,9306,
9307,SSA,,,,,,73,3.0,,,50.0,,,,9307,
9308,R,,,,,,73,,,,0.2,,,,9308,
9309,OS,,,,,,73,,,,,,,,9309,
9310,PR,,,,,,73,,,,,,,,9310,
9311,PQI,,,,,,73,1.5,,,,,,,9311,
9312,RC,,,,,,73,0.4,,,,,,,9312,
9313,SPBCA,,,,,,73,,,,,,,,9313,
9314,T,,,,,,73,,,,,,,,9314,
9401,211 - Hillside Low Density Residential (<5un/ac),,,,,,74,,,,5.0,,,8712.0,9401,
9402,211 - Low Density Residential (1-7un/ac),,28.0,,,,74,,,,7.0,,,6222.857142856999,9402,
9403,211 - Medium Density Residential (7-14un/ac),,35.0,,,,74,,,,14.0,,,3111.428571428,9403,
9404,211 - High Density Residential (14-25un/ac),,45.0,,,,74,,,,25.0,,,1742.4,9404,
9405,211 - Downtown Low Density Residential (4-12un/ac),,35.0,,,,74,,,,12.0,,,3630.0,9405,
9406,211 - Downtown Medium Density Residential (12-18un/ac),,40.0,,,,74,,,,18.0,,,2420.0,9406,
9407,211 - Downtown High Density Residential (18-30 un/ac),,40.0,,,,74,,,,30.0,,,1452.0,9407,
9408,211 - Mixed Use,,40.0,,,,74,1.0,,,65.0,,,,9408,
9409,211 - Regional Commercial,,60.0,,,,74,0.5,,,,,,,9409,
9410,211 - Community Commercial,,60.0,,,,74,0.5,,,,,,,9410,
9411,211 - Downtown Commercial,,60.0,,,,74,2.0,,,50.0,,,,9411,
9412,211 - Business Commercial,,55.0,,,,74,1.0,,,,,,,9412,
9413,211 - Marine Commercial,,,,,,74,1.5,,,50.0,,,,9413,
9414,211 - Service Commercial,,50.0,,,,74,0.5,,,50.0,,,,9414,
9415,211 - Industrial,,50.0,,,,74,0.5,,,,,,,9415,
9416,211 - Institutional/Quasi Institutional,,,,,,74,1.0,,,,,,,9416,
9417,211 - Park,,,,,,74,,,,,,,,9417,
9418,211 - Open Space,,,,,,74,,,,,,,,9418,
9419,211 - Utility/ROW,,,,,,74,,,,,,,,9419,
9501,222 - Agricultural Limited,,,,,,75,,,,1.0,,,,9501,
9502,222 - Single Family Very Low,,,,,,75,,,,1.0,,,,9502,
9503,222 - Single Family Low,,,,,,75,,,,2.3,,,,9503,
9504,222 - Single Family Medium,,,,,,75,,,,3.8,,,,9504,
9505,222 - Single Family High,,,,,,75,,,,5.5,,,,9505,
9506,222 - Multi-Family Low,,,,,,75,,,,9.6,,,,9506,
9507,222 - Multi-Family High,,,,,,75,,,,16.7,,,,9507,
9508,222 - Mobile Home,,,,,,75,,,,9.6,,,,9508,
9509,222 - Commercial,,35.0,,,,75,1.0,,,,40.0,,,9509,
9510,222 - Commercial Downtown,,35.0,,,,75,1.0,,,50.0,40.0,,,9510,
9513,222 - Light Industrial,,50.0,,,,75,0.67,,,,50.0,,,9513,
9515,222 - Public and Semi-Public,,,,,,75,0.67,,,,,,,9515,
9516,222 - Agriculture,,,,,,75,,,,0.4,,,,9516,
9517,222 - Delta Recreation,,,,,,75,0.05,,,,,,,9517,
9518,222 - Parks and Recreation,,,,,,75,0.5,,,,,,,9518,
9519,222 - Waterways,,,,,,75,,,,,,,,9519,
9522,SH,,,,,,75,,,3.8,5.5,,,,9522,
9538,MU5,,,,,,75,,,0.8,5.5,,,,9538,
9544,AL,,,,,,75,,,0.1,1.0,,,,9544,
9601,RVL-E,,27.0,25.0,50.0,25.0,76,,,,0.1,,,,9601,
9602,RVL,,27.0,25.0,50.0,25.0,76,,,,0.2,,,,9602,
9603,RL-40,,27.0,25.0,15.0,15.0,76,,,,1.1,,,,9603,
9604,RL-20,,27.0,25.0,15.0,15.0,76,,,,2.2,,,,9604,
9605,RL-15,,27.0,20.0,10.0,10.0,76,,,,2.9,,,,9605,
9606,RL-12,,27.0,20.0,10.0,10.0,76,,,,3.6,,,,9606,
9607,RL-10,,27.0,20.0,10.0,10.0,76,,,,4.4,,,,9607,
9608,RL-6,,27.0,20.0,5.0,5.0,76,,,,7.3,,,,9608,
9609,RM,,27.0,15.0,10.0,10.0,76,,,,10.0,,,,9609,
9610,DC,,35.0,10.0,10.0,10.0,76,3.0,,,75.0,50.0,,,9610,
9611,DO,,35.0,20.0,10.0,10.0,76,1.5,,,,40.0,,,9611,
9612,PS,,,,,,76,1.5,,,,,,,9612,
9613,PR,,,,,,76,,,,,,,,9613,
9614,OS,,,,,,76,,,,,,,,9614,
9615,PD,,27.0,,,,76,,,,1.1,,,,9615,
9701,212 - Single Family Low Density,,,,,,77,,,,3.0,,,,9701,
9702,212 - Single Family Medium Density,,,,,,77,,,,4.5,,,,9702,
9703,212 - Single Family High Density,,,,,,77,,,,6.9,,,,9703,
9705,212 - Multifamily Low Density,,,,,,77,,,,19.9,,,,9705,
9706,212 - Multifamily Medium Density,,,,,,77,,,,29.9,,,,9706,
9707,212 - Multifamily High Density,,,,,,77,,,,40.0,,,,9707,
9708,212 - Commercial and Retail,,,,,,77,0.4,,,,,,,9708,
9710,212 - Office,,,,,,77,0.4,,,,,,,9710,
9711,212 - Mixed Use,,,,,,77,0.75,,,40.0,,,,9711,
9712,212 - Light Industrial,,,,,,77,0.33,,,,,,,9712,
9713,212 - Open Space,,,,,,77,,,,,,,,9713,
9714,212 - Park,,,,,,77,,,,,,,,9714,
9716,212 - Semi-public and Institutional,,,,,,77,1.5,,,,,,,9716,
9801,ResVL,,,,,,78,,,,5.0,,,,9801,
9802,ResL,,,,,,78,,,,9.0,,,,9802,
9803,ResM,,,,,,78,,,,28.0,,,,9803,
9804,ResH,,,,,,78,,,,43.0,,,,9804,
9805,ResL-ResM-ResH,,,,,,78,,,,43.0,,,,9805,
9806,NCom,,,,,,78,2.0,,,75.0,,,,9806,
9807,GCom,,,,,,78,2.0,,,75.0,,,,9807,
9808,RCom,,,,,,78,2.0,,,43.0,,,,9808,
9809,City Center,,,,,,78,2.5,,,40.0,,,,9809,
9810,WCom,,,,,,78,0.6,,,21.0,,,,9810,
9811,IndO-RCom,,,,,,78,2.0,,,43.0,,,,9811,
9812,GCom-IndO,,,,,,78,2.0,,,,,,,9812,
9813,NCom-IndO,,,,,,78,2.0,,,,,,,9813,
9814,IndL,,,,,,78,0.65,,,,,,,9814,
9815,IndH,,,,,,78,0.65,,,,,,,9815,
9816,Marine,,,,,,78,0.5,,,,,,,9816,
9817,IndO,,,,,,78,0.5,,,,,,,9817,
9818,IndO-IndL,,,,,,78,0.65,,,,,,,9818,
9819,IndO-IndL-Marine,,,,,,78,0.5,,,,,,,9819,
9821,Rec-WCom-IndL-IndO-GCom,,,,,,78,2.0,,,21.0,,,,9821,
9822,ResL-Resource,,,,,,78,,,,9.0,,,,9822,
9823,IndO-IndL-GCom-WCom,,,,,,78,2.0,,,21.0,,,,9823,
9824,GCom-ResM,,,,,,78,2.0,,,28.0,,,,9824,
9825,GCom-IndL,,,,,,78,2.0,,,75.0,,,,9825,
9826,GCom-IndL-Marine,,,,,,78,2.0,,,75.0,,,,9826,
9827,Rec,,,,,,78,,,,,,,,9827,
9828,OS,,,,,,78,,,,,,,,9828,
9829,Resource,,,,,,78,,,,,,,,9829,
9830,Rec-Resource,,,,,,78,,,,,,,,9830,
9831,Resource-Rec,,,,,,78,,,,,,,,9831,
9832,Pub,,,,,,78,1.5,,,,,,,9832,
9901,Low Density Residential,,,,,,79,,,,12.0,,,,9901,
9902,Medium Density Residential,,,,,,79,,,,24.0,,,,9902,
9903,High Density Residential,,,,,,79,,,,60.0,,,,9903,
9904,Mixed Use Center North,,,,,,79,2.5,,,80.0,,,,9904,
9905,Mixed Use Center South,,,,,,79,2.5,,,60.0,,,,9905,
9906,Commercial Mixed Use,,,,,,79,1.5,,,50.0,,,,9906,
9907,Residential Mixed Use,,,,,,79,1.5,,,50.0,,,,9907,
9908,Neighborhood Commercial,,,,,,79,1.0,,,,,,,9908,
9909,Regional Commercial,,,,,,79,0.75,,,,,,,9909,
9910,Entertainment District,,,,,,79,1.25,,,,,,,9910,
9911,Industrial Mixed Use,,,,,,79,0.6,,,,,,,9911,
9912,Public/Institutional,,,,,,79,1.5,,,,,,,9912,
